unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label,citation_influence_label
CC532,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,The usefulness of aggregate routine clinical outcomes data The example of HoNOS65 ,Macdonald,"Some of these were routinely implemented in some English services from 1997 (#AUTHOR_TAG, 2002), whilst the majority hung back (Gilbody, House, &amp; Sheldon, 2002)",0,0
CC533,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Evaluation of smoking status identification using electronic health records and open text information in a large mental health case register,Wu,"New techniques of natural language processing of electronic clinical records ( #AUTHOR_TAG et al., 2013) are now being applied to the extraction of interventions thus avoiding burdening the clinicians or service users with extra data-gathering",3,0
CC534,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Cost benefit analysis of psychological therapy,Layard,"A cost-benefit analysis argued that the cost to taxpayers ""would be fully covered by the savings in incapacity benefits and extra taxes that result from more people being able to work"" (#AUTHOR_TAG R, Clark D, Knapp M, &amp; Mayraz G, 2007)",0,1
CC535,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Improving psychotherapy outcome the use of immediate electronic feedback and revised clinical support tools,Slade,"Despite evidence supporting feedback to patients of their own PROM outcomes data in psychotherapeutic settings (#AUTHOR_TAG, Lambert, Harmon, Smart, &amp; Bailey, 2008) only in some psychotherapy services in the UK does this occur, and this has yet to be reported in secondary care",0,0
CC536,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Patient reported outcome data generated in a clinical intervention in community mental health care psychometric properties,Priebe," (#AUTHOR_TAG, Golden, McCabe, &amp; Reininghaus, 2012) has reported the results of subjective quality of life items in DIALOG (see Table 1), a structured communication tool in mental health services",0,1
CC537,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Psychiatrists in the UK do not use outcomes measures National survey,Gilbody,"Some of these were routinely implemented in some English services from 1997 (Macdonald, 2002), whilst the majority hung back (#AUTHOR_TAG, House, &amp; Sheldon, 2002)",0,0
CC538,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Rigging the Death Rate,Taylor,"It has introduced a powerful incentive for services to ""game"" outcomes in the same way as has already been suggested is happening with mortality data (#AUTHOR_TAG, 2013) (despite threats to criminalise this activity in the NHS).",0,1
CC539,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Commissioning for better health outcomes,Macdonald,"In the UK, however, the word ""outcomes"" has recently been heard at every level of government (#AUTHOR_TAG, 2014) and, as ever imperfectly translated into action or actual resources, it is helping drive the RCOM process forwards, as is excitement about ""value"" (Porter et al., 2006)",0,0
CC540,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Children s Global Assessment Scale CGAS in a naturalistic clinical setting Inter rater reliability and comparison with expert ratings,Lundh,"Interestingly within a group of participants untrained in the CGAS, 84% of doctors and 73% of psychologists were within 5 points of an expert group consensus rating, suggesting that with the instructions in the measure alone high reliability can be reached by many professionals (#AUTHOR_TAG, Kowalski, Sundberg, Gumpert, &amp; Landen, 2010)",0,0
CC541,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Key issues in outcomes measurement,Long,"The simplicity and validity of the numerator is perhaps misleading (#AUTHOR_TAG, 1997), especially in mental health.",1,0
CC542,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Curiosities of London Exhibiting the Most Rare and Remarkable Objects of Interest in the Metropolis with Nearly Sixty Years Personal Recollections,Timbs,"Do we measure outcomes for those whose treatment has ended, or, less gratifyingly, for all patients? In some cases changes in outcomes before and after management reform-such as the ""institution of kindness for severity, and indulgence for restrictions"" -were used to justify them (#AUTHOR_TAG, 1868).",0,0
CC543,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,The significance of outcomes within European health sector reforms towards the development of an outcomes culture,Long,"One of the issues of PROMs is the degree with which, although completed by service users, they address actual concerns of service users-particularly in the domains now covered by the notion of ""recovery""-as opposed to those of clinicians, managers, service providers and governments; other stakeholders in the outcomes grid (#AUTHOR_TAG &amp; Jefferson, 1999)",0,1
CC544,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,The extended version of the Strengths and Difficulties Questionnaire as a guide to child psychiatric caseness and consequent burden,Goodman,"The SDQ was extended to include questions asking about the impact of problems, for instance how severe problems are, for how long they have been present and in what areas are they shown (home life, friendships, classroom, or leisure) (#AUTHOR_TAG, 1999)",0,0
CC545,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,A brief history of a testing time national curriculum assessment in England,Whetton,"In the 1990s the UK Department of Education became rabid about routine educational testing, eventually pushing through dramatic reforms in the teeth of professional opposition (#AUTHOR_TAG, 2009)",4,1
CC546,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Inflation Depression and Economic Policy in the West,Goodhart,"#AUTHOR_TAG's Law (briefly, any measure that becomes a target ceases to be a measure (#AUTHOR_TAG, 1981)) was also ignored so that the outcomes of education in the UK in the 21st century remain essentially unknown",1,1
CC547,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Psychometric properties of the Mental Health Recovery Star,Killaspy,"Despite #AUTHOR_TAG et al's critique, experience by UKRCOM members suggests that it is a useful tool for a collaborative approach to care planning and perhaps outcomes measurement.",1,0
CC548,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Historical perspective Ernest Amory Codman 1869 1940 A pioneer of evidence based medicine the end result idea,Kaska,"The semantic halo (Lewis, 1967) of the word ""outcomes""For many outside any health service it would seem axiomatic that they would be interested in the results of their ministrations and the fact that this is clearly not the case even in orthopaedics where ""The End Result Idea"" originated (#AUTHOR_TAG &amp; Weinstein, 1998), is a mystery beyond the reach of this paper",4,1
CC549,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Value added Attacks technical issues in reporting national curriculum assessments,William,"Without comparison between scores at the beginning and end of a period of intervention, league tables are meaningless (#AUTHOR_TAG, 1992)",4,1
CC550,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Clinical significance a statistical approach to defining meaningful change in psychotherapy research,Jacobson,"The rigour of its development and psychometric assessment is unparalleled in routine measures used in the UK, and in particular normative data are published ( Connell et al., 2007) and the test-retest reliability has been estimated ( Evans et al., 2002) which allows the calculation of reliable and clinically significant change using methods suggested by #AUTHOR_TAG &amp; Truax (#AUTHOR_TAG &amp; Truax, 1991)",0,0
CC551,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Legitimacy authority and hierarchy critical challenges for evidence based medicine,Upshur,"When the notion of a hierarchy of evidence became more amenable to challenge (#AUTHOR_TAG &amp; Tracy, 2004) and, at the same time, information technology began to achieve reasonable levels of reliability, the conditions became once again ripe for RCOM",4,1
CC552,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,Statistics of insanity embracing a report of Bethlem Hospital from 1846 to 1860 inclusive,Hood,"sceptically reported by #AUTHOR_TAG (#AUTHOR_TAG, 1862), who, like Thurnham (1845) before him pondered on methodology -crucially the denominator",0,0
CC553,29413232,Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Alastair Macdonald,An evaluation of the independence of the Health of the Nation Outcome Scales,Williams,"HoNOS are technically plural; whether the 12 scales can sensibly be regarded as separate or as items in a single scale is contentious (#AUTHOR_TAG, Speak, Hay, &amp; Muncer, 2014).",0,0
CC554,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,Ancient Glass An Interdisciplinary Exploration,Henderson,"99Syria (#AUTHOR_TAG, 2013), which also made primary glass, secondary workshop material 100 from the Early Islamic period has hardly been investigated in detail",0,0
CC555,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,Glass from a late Byzantine 346 secondary workshop at Ramla South Israel,Tal,"86It has been observed that glass may undergo a number of compositional changes 87 during vessel production, due to contamination, mixing and loss of volatile material at high 88 temperatures ( #AUTHOR_TAG et al., 2008;Paynter, 2008;Rehren et al., 2010)",4,1
CC556,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,New evidence of the production of 344 raw glass at late Byzantine Apollonia Arsuf Israel,Tal,"15), 84 which is a reflection of the association of these components in feldspar or clay minerals in 85 the glassmaking sand ( #AUTHOR_TAG et al., 2004)",1,1
CC557,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,Composition of primary glass 271,Freestone,"In the present case it has been argued above that the glass being 109 melted was primary material brought to the workshop direct from tank furnaces, but it appears that even single glass slabs were inhomogeneous, as indicated by the detailed 111 investigation of the glass from the tanks at Beth Eli'ezer ( #AUTHOR_TAG et al., 2000)",5,1
CC558,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,Chemical Analyses of Early Glasses,Brill," #AUTHOR_TAG, 1999) were measured a number of times during 2 the same analytical run, and results compare well with the given values (Table 1).Ancient Glass Standards A and B (3Results (Table 1) show that the glasses are all soda-lime-silica compositions, with the can be subdivided on this basis into three groups, labelled A-C (Fig",5,1
CC559,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,Experiments in the reconstruction of Roman wood fired glassworking 324 furnaces Waste products and their formation processes,Paynter,"86It has been observed that glass may undergo a number of compositional changes 87 during vessel production, due to contamination, mixing and loss of volatile material at high 88 temperatures ( Tal et al., 2008;#AUTHOR_TAG, 2008;Rehren et al., 2010)",4,1
CC560,79496059,Glass Production at an Early Islamic Workshop in Tel Aviv,Ian Freestone,Iron and sulphur related colors in ancient glasses,Schreurs,"Group A is 190 probably also present here because of its amber colour, which was difficult to produce as it 191 required especially reducing conditions in the primary glass making furnace to generate 192 the ferri-sulphide chromophore ( #AUTHOR_TAG and Brill, 1984;Arletti et al., 2011;Freestone 193 and Stapleton 2015) and is likely to have been produced on an occasional basis",1,1
CC561,82260752,On the obstructed Lagrangian Floer theory,Cheol-Hyun Cho,Cohomology theories for homotopy algebras and noncommutative geometry,Hamilton,"Also for A  , or L  -algebras with m 0 = 0 such homology theories have been known (we refer readers to #AUTHOR_TAG for the definitions using non-commutative geometry)",0,1
CC562,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Toward a second person neuroscience,Schilbach,"Social cognitive neuroscience has recently begun to recognize that nervous systems of interacting individuals behave quite differently from those of solitary subjects, and often become inter-dependent ( Hari and Kujala, 2009;Babiloni and Astolfi, 2012;#AUTHOR_TAG et al., 2013)",4,1
CC563,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Conversation and coordinative structures,Shockley,"Eye movements ( Richardson et al., 2007), postural sway ( #AUTHOR_TAG et al., 2009), and even blinking (Cummins, 2012) have all been found to become subtly intertwined in conversation, leading to a dynamic entanglement of the participants",0,0
CC564,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Dialog as interpersonal synergy,Fusaroli,"A competing account has recently been proposed that regards inter-personal coordination in dialog as a form of synergy or dynamical coupling ( #AUTHOR_TAG et al., 2014)",0,1
CC565,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Gaze and blinking in dyadic conversation a study in coordinated behaviour among individuals,Cummins,"Eye movements ( Richardson et al., 2007), postural sway ( Shockley et al., 2009), and even blinking (#AUTHOR_TAG, 2012) have all been found to become subtly intertwined in conversation, leading to a dynamic entanglement of the participants",0,1
CC566,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Written Language Bias in Linguistics,Linell,"I will argue that the way in which we conventionally treat of the phenomenon called ""language"" is overly restrictive, and seems more appropriate to the characterization of writing than speaking/listening ( #AUTHOR_TAG, 2005)",4,1
CC567,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Dynamic Patterns,Kelso,"This approach is rooted in dynamical approaches to coordination that are levelagnostic, seeking to understand emergent phenomena at one level (e.g., the dyad) as arising through processes of self-organization from the constrained interaction of autonomous components at a lower level (the speaker/listeners) (#AUTHOR_TAG, 1995;Latash, 2008)",0,1
CC568,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Joint speech the missing link between speech and music ,Cummins,".""Joint speaking"" is an umbrella term I have coined to cover all occasions in which the same words are uttered by multiple people in unison (#AUTHOR_TAG, 2013a)",5,1
CC569,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Cogitamus ergo sumus the intentionality of the firstperson plural,Carr,"It thus provides a scaffold for shared intentionality (#AUTHOR_TAG, 1987)",0,0
CC570,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,The art of conversation is coordination common ground and the coupling of eye movements during dialogue,Richardson,"Eye movements ( #AUTHOR_TAG et al., 2007), postural sway ( Shockley et al., 2009), and even blinking (Cummins, 2012) have all been found to become subtly intertwined in conversation, leading to a dynamic entanglement of the participants",0,1
CC571,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Gesture and speech in interaction an overview,Wagner,"Speakers and listeners are further linked through the provision by the latter of signals of ongoing engagement through postural, gestural, and vocal indices or backchannels ( #AUTHOR_TAG et al., 2014).",0,1
CC572,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Synergy,Latash,"This approach is rooted in dynamical approaches to coordination that are levelagnostic, seeking to understand emergent phenomena at one level (e.g., the dyad) as arising through processes of self-organization from the constrained interaction of autonomous components at a lower level (the speaker/listeners) (Kelso, 1995;#AUTHOR_TAG, 2008)",0,0
CC573,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Understanding Media The Extensions of Man,Mcluhan,"#AUTHOR_TAG claimed that ""writing was an embalming process that froze language"" #AUTHOR_TAG 1964), and he provides an anectode from Prince Modupe, who speaks of his encounter with the written word in his West African days:The one crowded space in Father Perry's house was his bookshelves",0,0
CC574,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,An Inquiry into Modes of Existence,Latour,"Here we can see that the complement is also true: writing gives rise to a particular kind of objectivity, one in which for the first time it is possible to have ""facts that speak for themselves"" (#AUTHOR_TAG, 2013)",0,1
CC575,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,When are two heads better than one and why ,Koriat,"While groups have frequently been found to outperform individuals in tasks of judgment and estimation (#AUTHOR_TAG, 2012), groups involved in joint speech of protest are often found in volatile situations where collective actions are rudimentary and aggressive",0,0
CC576,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,The infant s role in mother infant communications,Murray,"This approach highlights the sensitivity of participants to real time recurrent interaction, as is evident even in the early interactions of infants and mothers (#AUTHOR_TAG and Trevarthen, 1986)",0,0
CC577,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Synchronous speech and speech rate,Kim,"Speech produced in these constrained laboratory settings is remarkably unremarkable, and the technique of having subjects speak in synchrony has been used as a device for obtaining unmarked speech in several phonetic studies (KrivokapicKrivokapic, 2007;#AUTHOR_TAG and Nam, 2008;O'Dell et al., 2010;Dellwo and Friedrichs, 2012)",0,0
CC578,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Radicalizing Enactivism Basic Minds Without Content,Hutto,"However, it is not necessary to appeal to such unobservable constructs from a hidden Cartesian world (#AUTHOR_TAG and Myin, 2013)",0,1
CC579,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,How to do Things with Words,Austin,"But if message passing does not illuminate such behavior, it seems fair to ask how we might better characterize it; why are people engaging in such vocal activity, if not to pass ideas around? While there is probably not a single answer to this question, a useful conceptual approach suggests itself from the theory of speech acts (#AUTHOR_TAG, 1975)",1,1
CC580,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Grammars and Morphologies of Ritual Practices in Asia,Michaels,"Parallels between linguistic grammar and ritual structure have previously been noted ( #AUTHOR_TAG et al., 2010), but the principal point argued here is that voice has given rise to more than one species of formalization",0,0
CC581,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,The World on Paper,Olson,#AUTHOR_TAG (1996) further documents the profound conceptual and cognitive implications of the spread of literacy,0,1
CC582,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Assessing rhythmic differences with synchronous speech,Dell,"Speech produced in these constrained laboratory settings is remarkably unremarkable, and the technique of having subjects speak in synchrony has been used as a device for obtaining unmarked speech in several phonetic studies (KrivokapicKrivokapic, 2007;Kim and Nam, 2008;O'#AUTHOR_TAG et al., 2010;#AUTHOR_TAGwo and Friedrichs, 2012)",0,0
CC583,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Great apes understanding of other individuals line of sight,Okamoto-Barth,"The other great apes do not have such a contrast, and their ability to align their gaze is severely limited, and based on head direction rather than the eyes-although chimpanzees and bonobos in particular do display some evidence of understanding the visual perspective of another (#AUTHOR_TAG et al., 2007)",0,0
CC584,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Reliance on head versus eyes in the gaze following of great apes and human infants the cooperative eye hypothesis,Tomasello,"That change gave rise to the white sclera of the human eye that contrasts vividly with the darker iris, thus providing a very clean signal of the direction of gaze of a partner ( #AUTHOR_TAG et al., 2007)",0,0
CC585,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Orality and Literacy The Technologizing of the Word,Ong,"#AUTHOR_TAG (1982) provides an authoritative and comprehensive catalog of differences between the way knowledge is managed, shared, and verbalized in primary oral cultures, and in highly literate ones",0,1
CC586,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Social coordination from the perspective of coordination dynamics,Oullier,"A well-worked mathematical framework for describing how autonomous systems that interact in real time can give rise to emergent phenomena at the collective level is available, e.g., as illustrated by the field of coordination dynamics (Kelso, 1995;#AUTHOR_TAG 2009)",0,0
CC587,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Toward a mechanistic psychology of dialogue,Pickering,"Live conversational partners become entangled not only in ways that fit a linguistic description (lexical priming, syntactic biasing, phonological, and phonetic imitation, #AUTHOR_TAG and Garrod, 2004), but in a host of subtle ways that have hitherto been treated of as non-linguistic",1,1
CC588,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Self other and joint monitoring using forward models,Pickering,"It is ""representation-hungry,"" demanding computational representations at many levels, and indeed, in its most recent form, it conjures up a baroque series of simulations inside the heads of individuals who must not only act, but also predict the actions of others ( #AUTHOR_TAG and Garrod, 2014)",1,1
CC589,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,How the mind works,Pinker,"On the messagepassing view, speech is an expression of the highly valued notional faculty of language, and thus central to our human minds, while music is denigrated as ""auditory cheesecake,"" with no-from his perspective-apparent functional significance, thus meriting being grouped together with artistic expression, cheesecake, and pornography (#AUTHOR_TAG, 1999)",1,1
CC590,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Interpersonal synergies,Riley,"Although not focussed on languaging, #AUTHOR_TAG et al",0,0
CC591,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,The Concept of Mind,Ryle,"I am thus wielding the term ""belief "" here in a sense rather like the dispositional account provided by #AUTHOR_TAG (1949)",0,0
CC592,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Understanding and sharing intentions the origins of cultural cognition,Tomasello,"The interaction of voice and gaze may play a particularly strong role in allowing the protracted sustainment of conditions of joint attention, which appears as a possible foundation for the shared intentionality required to ground a human cultural world ( #AUTHOR_TAG et al., 2005)",0,1
CC593,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Conversation analysis and socially shared cognition,Schegloff,"This has found expression in theoretical notions of common ground (Clark and Brennan, 1991), or socially shared cognition (#AUTHOR_TAG, 1991)",0,0
CC594,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Why Suy sing A Musical Anthropology of an Amazonian People,Seeger,"In #AUTHOR_TAG (2004), an account is provided of the way music and song are integrated into the lives of the Suy people of the Amazon basin",4,1
CC595,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Joint attention and early language,Tomasello,"The ability to follow each other's gaze thus facilitates the sharing of attention, and has been demonstrated to structure mother-child interactions, while inducing the abilty to take part in languaging ( #AUTHOR_TAG and Farrar, 1986).",0,1
CC596,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,On the distribution and reference of empty pronouns,Huang,"This is not merely a syntactic quirk of one group of languages, as it is found in such typologically distant languages as Japanese, Chinese, Turkish, and Spanish (#AUTHOR_TAG, 1984)",0,0
CC597,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Brain basis of human social interaction from concepts to brain imaging,Hari,"Social cognitive neuroscience has recently begun to recognize that nervous systems of interacting individuals behave quite differently from those of solitary subjects, and often become inter-dependent ( #AUTHOR_TAG and Kujala, 2009;Babiloni and Astolfi, 2012;Schilbach et al., 2013)",0,1
CC598,82846198,"Voice, (inter-)subjectivity, and real time recurrent interaction",Fred Cummins,Foundational issues in enaction as a paradigm for cognitive science from the origin of life to consciousness and writing,Stewart,"These changes affect not only the way language is used, but the very structure of the consciousness of language users (#AUTHOR_TAG, 2010)",4,1
CC599,67538,On the tau function associated with the generalized unitary ensemble,Gordon Blower,On the statistical mechanics approach in the random matrix theory integrated density of states,Boutet de Monvel,The equilibrium measure  is the probability measure with support S that arises as the weak limit of the  n so #AUTHOR_TAG et al [5] prove the existence of this weak limit under general conditions which include the above v,5,0
CC600,67538,On the tau function associated with the generalized unitary ensemble,Gordon Blower,Its A Riemann Hilbert approach to the Akhiezer polynomials,Chen,"In so doing, we follow the analysis of #AUTHOR_TAG and Its [7], who considered the  that is analogous to the Chebyshev distribution on multiple intervals",1,1
CC601,67538,On the tau function associated with the generalized unitary ensemble,Gordon Blower,A generalization of the Chebyshev polynomials,Chen,#AUTHOR_TAG and Lawrence [8] used the theory of elliptic functions to investigate these polynomials,0,0
CC602,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Mep and planetary climates insights from a two box climate model containing atmospheric dynamics,Jupp,"Since then, further work has shown that MEP yields reasonable predictions of hemispheric heat transport on other planetary bodies [14,73] and of empirical friction coefficients in atmospheric general circulation models [15,74], but also for vertical convection [71,75,49,37,51,#AUTHOR_TAG] and convection at hydrothermal vents at the seafloor [77]",0,0
CC603,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Assessing potential biotic effects on the interior dynamics of planet Earth using non equilibrium thermodynamics,Dyke,"Due to the competition of work extraction from this heating gradient with radiative-conductive processes, a maximum power that can be used to material cycling has been shown to exist [52][53]#AUTHOR_TAG",5,1
CC604,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Physics of climate,Peixoto,"If we use the concrete numbers of the model, we obtain as an overall maximum efficiency  max = P ex,max //J in = 1/8  (45/288)  2%, which corresponds closely with the actual reported efficiency of the atmospheric circulation #AUTHOR_TAG ",1,0
CC605,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Entropy budget of an atmosphere in radiative convective equilibrium Part II Latent heat transport and moist processes,Pauluis,"the generation and dissipation of atmospheric motion [12] and associated optimality [13][14][15], the intensity of hurricanes [16], hydrological processes at the land surface [17,18], the atmospheric branch of hydrologic cycle [19,#AUTHOR_TAG], ocean dynamics [21,22], and, obviously, geochemical transformations",5,1
CC606,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Entropy budget of an atmosphere in radiative convective equilibrium Part I Maximum work and frictional dissipation,Pauluis,"the generation and dissipation of atmospheric motion [12] and associated optimality [13][14][15], the intensity of hurricanes [16], hydrological processes at the land surface [17,18], the atmospheric branch of hydrologic cycle [#AUTHOR_TAG,20], ocean dynamics [21,22], and, obviously, geochemical transformations",5,1
CC607,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Non equilibrium thermodynamics and Maximum Entropy Production in the Earth system applications and implications,Kleidon,"These processes generally operate away from a state of thermodynamic equilibrium and there is some evidence that these operate in steady states at which they maximize their dissipative activity, or, almost equivalently, maximize power generation or entropy production (the proposed Maximum Entropy Production (MEP) principle, [23][24][25]#AUTHOR_TAG[27])",0,1
CC608,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Ocean circulation kinetic energy reservoirs sources and sinks,Ferrari,"the generation and dissipation of atmospheric motion [12] and associated optimality [13][14][15], the intensity of hurricanes [16], hydrological processes at the land surface [17,18], the atmospheric branch of hydrologic cycle [19,20], ocean dynamics [21,#AUTHOR_TAG], and, obviously, geochemical transformations",5,1
CC609,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Atmospheric homeostasis by and for the biosphere The Gaia hypothesis,Lovelock,This commonality of living organisms and purely physical dissipative processes led #AUTHOR_TAG to use the metaphor of describing Earth as a superorganism,1,1
CC610,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Planets life and the production of entropy,Lorenz,"Due to the competition of work extraction from this heating gradient with radiative-conductive processes, a maximum power that can be used to material cycling has been shown to exist [52]#AUTHOR_TAG[54]",5,1
CC611,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Thermodynamics of life and Earth system functioning,Kleidon,"To characterize the organization of the steady state that describes the sum of all living organisms, in an ecosystem at the small scale, or in the biosphere at the global scale, the same thermodynamic maximization principles have been proposed, first by Lotka [31,32], and further explored by others [33][34][35][36]#AUTHOR_TAG[38][39].",0,1
CC612,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Gaia as seen through the atmosphere,Lovelock,"The resulting view of the Earth system is then compared to the Gaia hypothesis of James #AUTHOR_TAG [#AUTHOR_TAG,41,30] and the role of human activity in the global work budget is being discussed.",1,1
CC613,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Contribution to the energetics of evolution,Lotka,"To characterize the organization of the steady state that describes the sum of all living organisms, in an ecosystem at the small scale, or in the biosphere at the global scale, the same thermodynamic maximization principles have been proposed, first by #AUTHOR_TAG [#AUTHOR_TAG,32], and further explored by others [33][34][35][36][37][38][39].What has been mostly absent is to integrate these components into one big picture of the whole planet",0,1
CC614,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,Natural selection as a physical principle,Lotka,"To characterize the organization of the steady state that describes the sum of all living organisms, in an ecosystem at the small scale, or in the biosphere at the global scale, the same thermodynamic maximization principles have been proposed, first by #AUTHOR_TAG [31,#AUTHOR_TAG], and further explored by others [33][34][35][36][37][38][39].What has been mostly absent is to integrate these components into one big picture of the whole planet",0,1
CC615,82403724,"Life, hierarchy, and the thermodynamic machinery of planet Earth",Axel Kleidon,The strategy of ecosystem development,Odum,"To characterize the organization of the steady state that describes the sum of all living organisms, in an ecosystem at the small scale, or in the biosphere at the global scale, the same thermodynamic maximization principles have been proposed, first by Lotka [31,32], and further explored by others #AUTHOR_TAG[34][35][36][37][38][39].What has been mostly absent is to integrate these components into one big picture of the whole planet",0,1
